#doc name topic proportion ...
0	taxa	42	0.6824605153782212	23	0.0773067331670823	15	0.06650041562759768	47	0.041285674702133554	35	0.021889720144084236	30	0.01967303962316431	21	0.01856469936270435	24	0.012191742865059573	46	0.011637572734829594	4	0.011360487669714602	26	0.0036021058464948737	29	0.0022166805209199226	0	0.0022166805209199226	40	0.0019395954558049321	12	0.0019395954558049321	8	0.0016625103906899418	2	0.0016625103906899418	31	0.0013854253255749516	25	0.0013854253255749516	18	0.0013854253255749516	11	0.0013854253255749516	10	0.0013854253255749516	44	0.0011083402604599613	20	0.0011083402604599613	16	0.0011083402604599613	43	8.312551953449709E-4	36	8.312551953449709E-4	34	8.312551953449709E-4	22	8.312551953449709E-4	17	8.312551953449709E-4	41	5.541701302299807E-4	38	5.541701302299807E-4	28	5.541701302299807E-4	19	5.541701302299807E-4	13	5.541701302299807E-4	6	5.541701302299807E-4	5	5.541701302299807E-4	49	2.770850651149903E-4	48	2.770850651149903E-4	45	2.770850651149903E-4	39	2.770850651149903E-4	37	2.770850651149903E-4	33	2.770850651149903E-4	32	2.770850651149903E-4	27	2.770850651149903E-4	14	2.770850651149903E-4	9	2.770850651149903E-4	7	2.770850651149903E-4	3	2.770850651149903E-4	1	2.770850651149903E-4	
1	populations	35	0.10185185185185185	27	0.09722222222222222	21	0.09259259259259259	46	0.0787037037037037	23	0.07407407407407407	15	0.06018518518518518	4	0.05555555555555555	42	0.05092592592592592	41	0.046296296296296294	8	0.037037037037037035	40	0.018518518518518517	25	0.018518518518518517	0	0.018518518518518517	47	0.013888888888888888	38	0.013888888888888888	36	0.013888888888888888	30	0.013888888888888888	24	0.013888888888888888	43	0.009259259259259259	39	0.009259259259259259	34	0.009259259259259259	26	0.009259259259259259	20	0.009259259259259259	14	0.009259259259259259	13	0.009259259259259259	49	0.004629629629629629	48	0.004629629629629629	45	0.004629629629629629	44	0.004629629629629629	37	0.004629629629629629	33	0.004629629629629629	32	0.004629629629629629	31	0.004629629629629629	29	0.004629629629629629	28	0.004629629629629629	22	0.004629629629629629	19	0.004629629629629629	18	0.004629629629629629	17	0.004629629629629629	16	0.004629629629629629	12	0.004629629629629629	11	0.004629629629629629	10	0.004629629629629629	9	0.004629629629629629	7	0.004629629629629629	6	0.004629629629629629	5	0.004629629629629629	3	0.004629629629629629	2	0.004629629629629629	1	0.004629629629629629	
2	populations	44	0.3402332361516035	35	0.17959183673469387	15	0.15597667638483964	23	0.03819241982507288	33	0.03702623906705539	30	0.03411078717201166	42	0.026239067055393587	0	0.025947521865889212	24	0.018367346938775512	49	0.013411078717201166	41	0.010787172011661808	34	0.009329446064139942	19	0.008746355685131196	46	0.008454810495626823	32	0.008454810495626823	20	0.006122448979591836	40	0.0058309037900874635	36	0.0055393586005830905	14	0.004956268221574344	4	0.004956268221574344	25	0.004664723032069971	6	0.004664723032069971	7	0.004081632653061225	48	0.0037900874635568515	18	0.0037900874635568515	43	0.003206997084548105	12	0.003206997084548105	47	0.0026239067055393588	11	0.0026239067055393588	2	0.0026239067055393588	16	0.0023323615160349854	1	0.0020408163265306124	21	0.001749271137026239	13	0.001749271137026239	38	0.0014577259475218659	37	0.0014577259475218659	5	0.0014577259475218659	28	0.0011661807580174927	27	0.0011661807580174927	26	0.0011661807580174927	22	0.0011661807580174927	39	8.746355685131195E-4	10	8.746355685131195E-4	8	8.746355685131195E-4	3	8.746355685131195E-4	31	5.830903790087463E-4	29	5.830903790087463E-4	45	2.915451895043732E-4	17	2.915451895043732E-4	9	2.915451895043732E-4	
3	species	26	0.5	14	0.17177603242969344	10	0.09133519128451989	23	0.04383075753737015	4	0.03673676209779579	0	0.02875601722827464	39	0.01988852292880669	17	0.018875095008867495	18	0.014568026349125919	30	0.012921205979224727	44	0.007474030909551558	3	0.005447175069673169	7	0.0041803901697491765	22	0.0040537116797567775	5	0.0031669622498099823	21	0.0024068913098555865	8	0.0024068913098555865	34	0.002280212819863187	48	0.002153534329870788	16	0.002153534329870788	42	0.0020268558398783888	32	0.0020268558398783888	47	0.0019001773498859894	38	0.0019001773498859894	15	0.0019001773498859894	33	0.0016468203699011909	27	0.001393463389916392	40	0.001266784899923993	25	0.001266784899923993	35	0.0011401064099315936	11	0.0011401064099315936	9	8.86749429946795E-4	36	7.600709399543957E-4	28	7.600709399543957E-4	1	7.600709399543957E-4	49	6.333924499619965E-4	13	6.333924499619965E-4	46	5.067139599695972E-4	45	5.067139599695972E-4	20	5.067139599695972E-4	2	5.067139599695972E-4	37	3.8003546997719787E-4	24	2.533569799847986E-4	43	1.266784899923993E-4	41	1.266784899923993E-4	31	1.266784899923993E-4	29	1.266784899923993E-4	19	1.266784899923993E-4	12	1.266784899923993E-4	6	1.266784899923993E-4	
4	oenothera	46	0.18222222222222223	35	0.12	23	0.1111111111111111	30	0.04888888888888889	0	0.04888888888888889	3	0.044444444444444446	21	0.04	42	0.02666666666666667	40	0.02666666666666667	16	0.022222222222222223	29	0.017777777777777778	25	0.017777777777777778	10	0.017777777777777778	4	0.017777777777777778	32	0.013333333333333334	28	0.013333333333333334	27	0.013333333333333334	22	0.013333333333333334	13	0.013333333333333334	8	0.013333333333333334	47	0.008888888888888889	41	0.008888888888888889	37	0.008888888888888889	34	0.008888888888888889	31	0.008888888888888889	24	0.008888888888888889	20	0.008888888888888889	17	0.008888888888888889	15	0.008888888888888889	14	0.008888888888888889	49	0.0044444444444444444	48	0.0044444444444444444	45	0.0044444444444444444	44	0.0044444444444444444	43	0.0044444444444444444	39	0.0044444444444444444	38	0.0044444444444444444	36	0.0044444444444444444	33	0.0044444444444444444	26	0.0044444444444444444	19	0.0044444444444444444	18	0.0044444444444444444	12	0.0044444444444444444	11	0.0044444444444444444	9	0.0044444444444444444	7	0.0044444444444444444	6	0.0044444444444444444	5	0.0044444444444444444	2	0.0044444444444444444	1	0.0044444444444444444	
5	environment	24	0.23475355054302421	23	0.19632414369256473	49	0.09189640768588136	46	0.07685881370091896	40	0.07518796992481203	42	0.04344193817878028	25	0.040100250626566414	43	0.029239766081871343	15	0.02422723475355054	0	0.017543859649122806	21	0.01670843776106934	7	0.015873015873015872	2	0.015037593984962405	35	0.014202172096908938	34	0.013366750208855471	29	0.010025062656641603	48	0.007518796992481203	33	0.007518796992481203	30	0.007518796992481203	12	0.005012531328320802	38	0.004177109440267335	28	0.004177109440267335	6	0.004177109440267335	39	0.003341687552213868	22	0.003341687552213868	18	0.003341687552213868	10	0.003341687552213868	1	0.003341687552213868	14	0.002506265664160401	13	0.002506265664160401	47	0.001670843776106934	41	0.001670843776106934	27	0.001670843776106934	20	0.001670843776106934	19	0.001670843776106934	17	0.001670843776106934	9	0.001670843776106934	8	0.001670843776106934	45	8.35421888053467E-4	44	8.35421888053467E-4	37	8.35421888053467E-4	36	8.35421888053467E-4	32	8.35421888053467E-4	31	8.35421888053467E-4	26	8.35421888053467E-4	16	8.35421888053467E-4	11	8.35421888053467E-4	5	8.35421888053467E-4	4	8.35421888053467E-4	3	8.35421888053467E-4	
6	amphiploids	10	0.18324607329842932	35	0.14659685863874344	23	0.12303664921465969	14	0.09424083769633508	21	0.06282722513089005	46	0.05235602094240838	4	0.034031413612565446	30	0.028795811518324606	42	0.02617801047120419	0	0.02356020942408377	38	0.01832460732984293	12	0.015706806282722512	31	0.013089005235602094	16	0.013089005235602094	28	0.010471204188481676	24	0.010471204188481676	19	0.007853403141361256	17	0.007853403141361256	6	0.007853403141361256	3	0.007853403141361256	48	0.005235602094240838	47	0.005235602094240838	43	0.005235602094240838	37	0.005235602094240838	36	0.005235602094240838	34	0.005235602094240838	32	0.005235602094240838	29	0.005235602094240838	27	0.005235602094240838	26	0.005235602094240838	18	0.005235602094240838	11	0.005235602094240838	9	0.005235602094240838	49	0.002617801047120419	45	0.002617801047120419	44	0.002617801047120419	41	0.002617801047120419	40	0.002617801047120419	39	0.002617801047120419	33	0.002617801047120419	25	0.002617801047120419	22	0.002617801047120419	20	0.002617801047120419	15	0.002617801047120419	13	0.002617801047120419	8	0.002617801047120419	7	0.002617801047120419	5	0.002617801047120419	2	0.002617801047120419	1	0.002617801047120419	
7	book	46	0.13398692810457516	21	0.12745098039215685	23	0.10130718954248366	16	0.09803921568627451	30	0.07516339869281045	35	0.05555555555555555	40	0.049019607843137254	47	0.042483660130718956	27	0.026143790849673203	4	0.026143790849673203	42	0.0196078431372549	2	0.0196078431372549	10	0.016339869281045753	39	0.013071895424836602	32	0.013071895424836602	24	0.013071895424836602	17	0.013071895424836602	9	0.013071895424836602	22	0.00980392156862745	15	0.00980392156862745	45	0.006535947712418301	34	0.006535947712418301	33	0.006535947712418301	25	0.006535947712418301	13	0.006535947712418301	8	0.006535947712418301	3	0.006535947712418301	0	0.006535947712418301	49	0.0032679738562091504	48	0.0032679738562091504	44	0.0032679738562091504	43	0.0032679738562091504	41	0.0032679738562091504	38	0.0032679738562091504	37	0.0032679738562091504	36	0.0032679738562091504	31	0.0032679738562091504	29	0.0032679738562091504	28	0.0032679738562091504	26	0.0032679738562091504	20	0.0032679738562091504	19	0.0032679738562091504	18	0.0032679738562091504	14	0.0032679738562091504	12	0.0032679738562091504	11	0.0032679738562091504	7	0.0032679738562091504	6	0.0032679738562091504	5	0.0032679738562091504	1	0.0032679738562091504	
8	species	8	0.5725174677112005	15	0.08723269108617404	36	0.06351894982002965	0	0.06118992165996189	23	0.05780224433622697	49	0.04382807537582045	30	0.02561930976074529	41	0.008469193309337285	42	0.006987084480203261	24	0.006987084480203261	34	0.0067753546474698285	27	0.0063518949820029645	17	0.005293245818335804	33	0.005081515985602371	39	0.004869786152868939	32	0.004234596654668642	47	0.0031759474910014822	38	0.0027524878255346177	3	0.0027524878255346177	35	0.0025407579928011857	16	0.0019055684946008892	1	0.0016938386618674571	11	0.0014821088291340249	25	0.0012703789964005929	2	0.0012703789964005929	40	0.0010586491636671606	29	0.0010586491636671606	20	0.0010586491636671606	13	0.0010586491636671606	9	0.0010586491636671606	48	8.469193309337286E-4	43	6.351894982002964E-4	37	6.351894982002964E-4	18	6.351894982002964E-4	14	6.351894982002964E-4	12	6.351894982002964E-4	5	6.351894982002964E-4	4	6.351894982002964E-4	45	4.234596654668643E-4	26	4.234596654668643E-4	22	4.234596654668643E-4	21	4.234596654668643E-4	10	4.234596654668643E-4	6	4.234596654668643E-4	46	2.1172983273343214E-4	44	2.1172983273343214E-4	31	2.1172983273343214E-4	28	2.1172983273343214E-4	19	2.1172983273343214E-4	7	2.1172983273343214E-4	
9	plant	35	0.19467213114754098	46	0.17827868852459017	21	0.11475409836065574	24	0.09836065573770492	23	0.09836065573770492	40	0.03483606557377049	27	0.02663934426229508	47	0.02459016393442623	42	0.022540983606557378	16	0.012295081967213115	15	0.012295081967213115	43	0.010245901639344262	33	0.010245901639344262	14	0.010245901639344262	49	0.00819672131147541	44	0.00819672131147541	30	0.00819672131147541	26	0.00819672131147541	25	0.00819672131147541	8	0.00819672131147541	6	0.00819672131147541	48	0.006147540983606557	7	0.006147540983606557	2	0.006147540983606557	0	0.006147540983606557	45	0.004098360655737705	41	0.004098360655737705	39	0.004098360655737705	31	0.004098360655737705	28	0.004098360655737705	19	0.004098360655737705	12	0.004098360655737705	10	0.004098360655737705	4	0.004098360655737705	38	0.0020491803278688526	37	0.0020491803278688526	36	0.0020491803278688526	34	0.0020491803278688526	32	0.0020491803278688526	29	0.0020491803278688526	22	0.0020491803278688526	20	0.0020491803278688526	18	0.0020491803278688526	17	0.0020491803278688526	13	0.0020491803278688526	11	0.0020491803278688526	9	0.0020491803278688526	5	0.0020491803278688526	3	0.0020491803278688526	1	0.0020491803278688526	
